ID	adj.P.Val	P.Value	logFC	Gene.symbol	Gene.title
1423577_at	0.014046	4.12e-04	-1.47595333	Slf1	SMC5-SMC6 complex localization factor 1
1455337_at	0.014051	4.13e-04	-1.94194667	Fgd4	FYVE, RhoGEF and PH domain containing 4
1416570_s_at	0.014051	4.13e-04	-3.39155333	Gfm1	G elongation factor, mitochondrial 1
1426857_a_at	0.014051	4.13e-04	-4.36517667	Hsdl2	hydroxysteroid dehydrogenase like 2
1416634_at	0.014122	4.16e-04	-1.50566333	Fam96a	family with sequence similarity 96, member A
1432195_s_at	0.014141	4.17e-04	-1.11216	Ccnl2	cyclin L2
1434642_at	0.014143	4.18e-04	-1.74370667	Hsd17b11	hydroxysteroid (17-beta) dehydrogenase 11
1425870_a_at	0.014143	4.18e-04	-1.57066333	Kcnip2	Kv channel-interacting protein 2
1430047_at	0.014143	4.18e-04	-1.89171	Slf1	SMC5-SMC6 complex localization factor 1
1426824_at	0.014143	4.18e-04	-3.41856333	Psme4	proteasome (prosome, macropain) activator subunit 4
1423236_at	0.014143	4.18e-04	-1.96003333	Galnt1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1
1417841_at	0.014166	4.20e-04	-1.93396667	Pxmp2	peroxisomal membrane protein 2
1457639_at	0.014166	4.20e-04	-1.82429	Atp6v1h	ATPase, H+ transporting, lysosomal V1 subunit H
1448172_at	0.014182	4.20e-04	-4.71626667	Mdh1	malate dehydrogenase 1, NAD (soluble)
1431716_at	0.014197	4.21e-04	-1.28565	Herc4	hect domain and RLD 4
1450970_at	0.014207	4.22e-04	-4.20425	Got1	glutamic-oxaloacetic transaminase 1, soluble
1426382_at	0.014214	4.22e-04	-2.83038667	Ppm1b	protein phosphatase 1B, magnesium dependent, beta isoform
1438217_at	0.014214	4.23e-04	-2.43863	Rbfox1	RNA binding protein, fox-1 homolog (C. elegans) 1
1415967_at	0.014249	4.24e-04	-3.04584333	Ndufv1	NADH dehydrogenase (ubiquinone) flavoprotein 1
1428697_at	0.014251	4.25e-04	-1.56301667	Dpp8	dipeptidylpeptidase 8
1434077_at	0.014251	4.25e-04	-3.16793667	Wdr37	WD repeat domain 37
1427328_a_at	0.014279	4.26e-04	-1.22692	Clasp2	CLIP associating protein 2
1424586_at	0.014279	4.26e-04	-3.21563333	Ehbp1	EH domain binding protein 1
1444281_at	0.014283	4.27e-04	-3.09837		
1441800_at	0.014283	4.27e-04	-1.47599667	Rabgap1	RAB GTPase activating protein 1
1423085_at	0.014283	4.27e-04	-2.47661	Efnb3	ephrin B3
1441482_at	0.014292	4.28e-04	-1.6674		
1449815_a_at	0.014295	4.28e-04	-1.09134	Ssbp2	single-stranded DNA binding protein 2
1436844_at	0.014295	4.29e-04	-1.85592333	Pura	purine rich element binding protein A
1441266_at	0.014306	4.29e-04	-1.86799667	Strn3	striatin, calmodulin binding protein 3
1423750_a_at	0.014307	4.30e-04	-1.66681667	Sf1	splicing factor 1
1427912_at	0.014336	4.31e-04	3.58672667	Cbr3	carbonyl reductase 3
1419656_at	0.01435	4.31e-04	-1.23699	Slc25a36	solute carrier family 25, member 36
1417116_at	0.014416	4.34e-04	-2.01308333	Slc6a8	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
1451159_at	0.014416	4.34e-04	-1.81742667	Arhgef12	Rho guanine nucleotide exchange factor (GEF) 12
1429020_at	0.014416	4.34e-04	-2.24393667	Pon2	paraoxonase 2
1456497_x_at	0.014458	4.36e-04	2.79923	Rps10	ribosomal protein S10
1421571_a_at	0.014458	4.37e-04	-2.36441	Ly6c2///Ly6c1	lymphocyte antigen 6 complex, locus C2///lymphocyte antigen 6 complex, locus C1
1425228_a_at	0.014458	4.37e-04	-2.10239	Dguok	deoxyguanosine kinase
1434037_s_at	0.014481	4.38e-04	-3.64433667	Kat2b	K(lysine) acetyltransferase 2B
1435725_x_at	0.014489	4.38e-04	1.88846667	Gm15793///Gm32899///LOC102635048///Rpl12	predicted gene 15793///predicted gene, 32899///60S ribosomal protein L12 pseudogene///ribosomal protein L12
1455075_at	0.014494	4.39e-04	-1.93819	Pigv	phosphatidylinositol glycan anchor biosynthesis, class V
1417265_s_at	0.014608	4.42e-04	-1.52841333	Coq5	coenzyme Q5 methyltransferase
1448763_at	0.014629	4.43e-04	-1.86823667	Atad1	ATPase family, AAA domain containing 1
1447807_s_at	0.014642	4.44e-04	-1.34497667	Plekhh1	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1
1448478_at	0.01465	4.45e-04	-1.21104667	Med20	mediator complex subunit 20
1417480_at	0.014671	4.46e-04	-2.06054667	Fbxo9	f-box protein 9
1420543_at	0.014698	4.47e-04	-1.61483333	Dnajc28	DnaJ heat shock protein family (Hsp40) member C28
1417168_a_at	0.014698	4.47e-04	-3.25819	Usp2	ubiquitin specific peptidase 2
1448525_a_at	0.014698	4.48e-04	-2.90633333	Bnip3l-ps///Bnip3l	BCL2/adenovirus E1B interacting protein 3-like, pseudogene///BCL2/adenovirus E1B interacting protein 3-like
1423445_at	0.014698	4.48e-04	-3.7593	Rock1	Rho-associated coiled-coil containing protein kinase 1
1440578_at	0.014705	4.48e-04	-2.42515		
1434672_at	0.014718	4.49e-04	-3.16504	Gpr22	G protein-coupled receptor 22
1419156_at	0.014718	4.49e-04	2.95448	Sox4	SRY (sex determining region Y)-box 4
1460033_at	0.014765	4.51e-04	-1.50571333	A330023F24Rik	RIKEN cDNA A330023F24 gene
1442408_at	0.014768	4.52e-04	-1.91886	Sulf2	sulfatase 2
1437398_a_at	0.014771	4.52e-04	-1.63967667	Aldh9a1	aldehyde dehydrogenase 9, subfamily A1
1421830_at	0.014797	4.53e-04	-1.94770667	Ak4	adenylate kinase 4
1416404_s_at	0.014833	4.55e-04	2.40856667	LOC100862433///Rps16-ps2///Rps16	40S ribosomal protein S16///ribosomal protein S16, pseudogene 2///ribosomal protein S16
1423298_at	0.014833	4.55e-04	-1.23269	Add3	adducin 3 (gamma)
1450968_at	0.014887	4.57e-04	-3.67329333	Uqcrfs1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1
1423025_a_at	0.014887	4.57e-04	-3.78690667	Gm21949///Schip1	predicted gene, 21949///schwannomin interacting protein 1
1444514_at	0.014925	4.59e-04	-1.53427		
1428812_at	0.014932	4.59e-04	-1.55555333	1700040L02Rik	RIKEN cDNA 1700040L02 gene
1458453_at	0.014932	4.60e-04	-2.17575333	Lmo7	LIM domain only 7
1434848_at	0.014944	4.60e-04	-3.84138333		
1449198_a_at	0.014959	4.61e-04	-1.53599667	St3gal5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
1424637_s_at	0.014974	4.62e-04	-3.06069	Ccdc47	coiled-coil domain containing 47
1452601_a_at	0.014989	4.63e-04	2.61275667	Acbd6	acyl-Coenzyme A binding domain containing 6
1422698_s_at	0.014989	4.63e-04	-1.56414	Jarid2	jumonji, AT rich interactive domain 2
1417750_a_at	0.014989	4.63e-04	2.00321	Slc25a37	solute carrier family 25, member 37
1423906_at	0.015049	4.66e-04	-1.81512	Hsbp1	heat shock factor binding protein 1
1444086_at	0.015049	4.66e-04	-2.29137667	Nckap5	NCK-associated protein 5
1450037_at	0.015153	4.70e-04	-2.56131333	Usp9x	ubiquitin specific peptidase 9, X chromosome
1423737_at	0.015153	4.70e-04	-2.65421333	Ndufs3	NADH dehydrogenase (ubiquinone) Fe-S protein 3
1450016_at	0.015219	4.72e-04	-1.6369	Ccng1	cyclin G1
1452286_at	0.015256	4.74e-04	-3.62686	Slain2	SLAIN motif family, member 2
1433510_x_at	0.015256	4.74e-04	2.10086667	Gm4604///Rpl36	predicted gene 4604///ribosomal protein L36
1422656_at	0.015317	4.76e-04	-2.06959	Rasl2-9	RAS-like, family 2, locus 9
1423491_at	0.015317	4.77e-04	-2.46943	Fbxo3	F-box protein 3
1450284_at	0.015317	4.77e-04	-2.19691333	Pde3a	phosphodiesterase 3A, cGMP inhibited
1436484_at	0.015317	4.77e-04	-3.11743667	Fndc9	fibronectin type III domain containing 9
1425577_at	0.015345	4.78e-04	-2.26472667	Zmym5	zinc finger, MYM-type 5
1443988_at	0.015345	4.79e-04	-1.8208	Rbm39	RNA binding motif protein 39
1441228_at	0.015352	4.80e-04	-2.87179	Apold1	apolipoprotein L domain containing 1
1459902_at	0.015352	4.80e-04	2.56379333	Arl14ep	ADP-ribosylation factor-like 14 effector protein
1418693_at	0.015358	4.80e-04	-3.39320333	Hnrnpc	heterogeneous nuclear ribonucleoprotein C
1456623_at	0.015367	4.81e-04	-2.79323667	Tpm1	tropomyosin 1, alpha
1427781_at	0.015459	4.84e-04	-1.37625667	Usmg2	upregulated during skeletal muscle growth 2
1455139_at	0.015463	4.84e-04	-1.79747667	Smarcal1	SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1
1426143_at	0.015528	4.87e-04	-3.13141333	Trdn	triadin
1416953_at	0.015545	4.88e-04	2.12273333	Ctgf	connective tissue growth factor
1435635_at	0.015656	4.92e-04	-4.03237667	Pcmtd1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
1434863_at	0.015656	4.92e-04	-1.9467	Dnajc18	DnaJ heat shock protein family (Hsp40) member C18
1452795_at	0.015662	4.93e-04	1.87394	Fcf1	FCF1 rRNA processing protein
1416858_a_at	0.015662	4.93e-04	-2.63470333	Fkbp3	FK506 binding protein 3
1434231_x_at	0.015662	4.93e-04	2.39993333	Rpl35	ribosomal protein L35
1459219_at	0.015662	4.93e-04	-2.94349		
1433740_at	0.015719	4.96e-04	-2.45682333	Tmem87b	transmembrane protein 87B
1417982_at	0.015733	4.96e-04	-1.49374333	Insig2	insulin induced gene 2
1416614_at	0.015789	4.99e-04	-2.15040667	Eid1	EP300 interacting inhibitor of differentiation 1
1429534_a_at	0.015827	5.00e-04	-3.73169333	Immt	inner membrane protein, mitochondrial
1452477_at	0.015876	5.02e-04	-1.42636333	Gm2011///Abhd18	predicted gene 2011///abhydrolase domain containing 18
1447853_x_at	0.015994	5.07e-04	-3.36137333	Kif13a	kinesin family member 13A
1460132_at	0.015994	5.07e-04	-1.76588333		
1452347_at	0.015994	5.07e-04	-2.12241	Mef2a	myocyte enhancer factor 2A
1450770_at	0.015994	5.07e-04	-2.00994	3632451O06Rik	RIKEN cDNA 3632451O06 gene
1454373_x_at	0.015994	5.07e-04	1.2039	Ubc	ubiquitin C
1429830_a_at	0.016015	5.09e-04	-1.6568	Cd59a	CD59a antigen
1444224_at	0.016015	5.09e-04	-1.55408333		
1448741_at	0.016045	5.10e-04	-1.64295333	Slc3a1	solute carrier family 3, member 1
1436048_at	0.016124	5.13e-04	-1.65061333	Exoc8	exocyst complex component 8
1420259_at	0.016124	5.13e-04	-1.98026667	Pkp2	plakophilin 2
1424092_at	0.016124	5.14e-04	-2.46369667	Epb41	erythrocyte membrane protein band 4.1
1438029_at	0.016133	5.14e-04	-1.56932	Rprd2	regulation of nuclear pre-mRNA domain containing 2
1460213_at	0.016163	5.16e-04	-1.19310667	Golga4	golgi autoantigen, golgin subfamily a, 4
1437982_x_at	0.016228	5.18e-04	-1.67172667	Cox15	cytochrome c oxidase assembly protein 15
1448269_a_at	0.016315	5.21e-04	-2.43488333	Klhl13	kelch-like 13
1451519_at	0.016389	5.24e-04	-1.14885667	Rnf2	ring finger protein 2
1454976_at	0.016417	5.25e-04	-4.50561667	Sod2	superoxide dismutase 2, mitochondrial
1417724_at	0.016444	5.26e-04	1.10541667	Alyref	Aly/REF export factor
1455126_x_at	0.016468	5.28e-04	-1.3113	Minos1	mitochondrial inner membrane organizing system 1
1441897_at	0.016468	5.28e-04	-3.41198	Zak	sterile alpha motif and leucine zipper containing kinase AZK
1434115_at	0.016534	5.30e-04	-1.75056	Cdh13	cadherin 13
1448708_at	0.016538	5.31e-04	-2.06848333	Med1	mediator complex subunit 1
1447478_at	0.016546	5.32e-04	-1.70319667		
1455047_at	0.016546	5.32e-04	-1.93955667	Fbxo3	F-box protein 3
1445594_at	0.01656	5.33e-04	-1.32933	Hnrnpl	heterogeneous nuclear ribonucleoprotein L
1453345_at	0.016576	5.34e-04	4.85791667	Nipal1	NIPA-like domain containing 1
1442499_at	0.016576	5.34e-04	-1.67373667	Cdv3	carnitine deficiency-associated gene expressed in ventricle 3
1445517_at	0.016616	5.36e-04	-1.93436333		
1444394_at	0.016724	5.40e-04	-1.6047	Acad9	acyl-Coenzyme A dehydrogenase family, member 9
1444579_at	0.016725	5.40e-04	-2.36173333		
1458066_at	0.016725	5.40e-04	-2.3775		
1418005_at	0.016797	5.43e-04	-2.83582667	Sdhb	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
1439399_a_at	0.016809	5.44e-04	2.22278	Snhg1	small nucleolar RNA host gene 1
1448739_x_at	0.016863	5.46e-04	2.18463667	Rps18	ribosomal protein S18
1416257_at	0.016863	5.46e-04	2.52968	Capn2	calpain 2
1433836_a_at	0.016863	5.47e-04	-1.87890667	8430408G22Rik	RIKEN cDNA 8430408G22 gene
1450503_at	0.016863	5.47e-04	-2.69574	Kcnj2	potassium inwardly-rectifying channel, subfamily J, member 2
1422895_at	0.01687	5.48e-04	-1.48449333	Vamp4	vesicle-associated membrane protein 4
1436840_x_at	0.016891	5.49e-04	2.3862	Rpl35	ribosomal protein L35
1433828_at	0.0169	5.49e-04	-1.29671333	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1
1455665_at	0.01691	5.50e-04	-2.5719	Lonrf1	LON peptidase N-terminal domain and ring finger 1
1420137_at	0.016962	5.52e-04	-2.58644		
1428572_at	0.016977	5.53e-04	3.57612667	Basp1	brain abundant, membrane attached signal protein 1
1415986_at	0.01698	5.53e-04	-3.26308333	Clcn4	chloride channel, voltage-sensitive 4
1416688_at	0.01705	5.56e-04	-1.49418	Snap91	synaptosomal-associated protein 91
1435523_s_at	0.017169	5.60e-04	-2.06688333	Smim10l1	small integral membrane protein 10 like 1
1433535_x_at	0.0173	5.65e-04	1.4295	Cct2	chaperonin containing Tcp1, subunit 2 (beta)
1445881_at	0.017336	5.67e-04	-3.76336	2310035P21Rik	RIKEN cDNA 2310035P21 gene
1416373_at	0.017336	5.67e-04	-2.43174333	Nfs1	nitrogen fixation gene 1 (S. cerevisiae)
1423270_at	0.017392	5.69e-04	-2.49371333	Nedd4l	neural precursor cell expressed, developmentally down-regulated gene 4-like
1434499_a_at	0.017413	5.70e-04	-7.06780667	Ldhb	lactate dehydrogenase B
1446046_at	0.017474	5.73e-04	-2.51320333		
1424852_at	0.017506	5.74e-04	-2.05572333	Mef2c	myocyte enhancer factor 2C
1416168_at	0.017526	5.75e-04	3.23642	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1
1426760_at	0.017568	5.77e-04	-2.52195667	Ipo8	importin 8
1418059_at	0.017639	5.80e-04	-2.47571	Adgrl4	adhesion G protein-coupled receptor L4
1449059_a_at	0.017661	5.81e-04	-2.27906667	Oxct1	3-oxoacid CoA transferase 1
1451015_at	0.017661	5.81e-04	2.08752667	Tkt	transketolase
1428585_at	0.017661	5.82e-04	2.94115667	Actn1	actinin, alpha 1
1449002_at	0.017661	5.82e-04	2.10104333	Phlda3	pleckstrin homology like domain, family A, member 3
1423097_s_at	0.017661	5.82e-04	-3.92139333	Capn7	calpain 7
1438626_x_at	0.017661	5.83e-04	2.275	Rpl14-ps1///Rpl14	ribosomal protein L14, pseudogene 1///ribosomal protein L14
1428021_at	0.01771	5.85e-04	-1.47267333	Mccc2	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)
1448986_x_at	0.017782	5.88e-04	-3.52114667	Dnase2a	deoxyribonuclease II alpha
1423337_at	0.017782	5.88e-04	-1.52591667	Orc4	origin recognition complex, subunit 4
1455245_x_at	0.017782	5.88e-04	1.944	Rpl13-ps6///Rpl13	ribosomal protein L13, pseudogene 6///ribosomal protein L13
1449686_s_at	0.017858	5.91e-04	-3.92681333	Scp2	sterol carrier protein 2, liver
1448448_a_at	0.017863	5.92e-04	-3.05359	Chkb	choline kinase beta
1454840_at	0.017881	5.93e-04	-1.81830667	Mccc2	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)
1438827_at	0.017965	5.96e-04	1.03546	Gls	glutaminase
1419036_at	0.017965	5.96e-04	-2.23248	Csnk2a1	casein kinase 2, alpha 1 polypeptide
1419547_at	0.018037	5.99e-04	-2.36365667	Fahd1	fumarylacetoacetate hydrolase domain containing 1
1456262_at	0.018037	5.99e-04	-1.70558333	Rbm5	RNA binding motif protein 5
1448153_at	0.01804	6.00e-04	-2.0423	Cox5a	cytochrome c oxidase subunit Va
1449303_at	0.018051	6.01e-04	-1.51348	Sesn3	sestrin 3
1455981_at	0.018051	6.02e-04	1.93581667	LOC102643254///Rps6-ps4///Rps6	40S ribosomal protein S6 pseudogene///ribosomal protein S6, pseudogene 4///ribosomal protein S6
1457954_at	0.018051	6.02e-04	-2.22622667		
1425098_at	0.018051	6.02e-04	-1.12157667	Zfp106	zinc finger protein 106
1429486_at	0.018071	6.03e-04	-1.75518	Pfkfb2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
1423796_at	0.018079	6.04e-04	-2.78121667	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)
1455353_at	0.018098	6.05e-04	-1.39427	Tmcc1	transmembrane and coiled coil domains 1
1417668_at	0.018164	6.07e-04	-3.28198333	Rtn4ip1	reticulon 4 interacting protein 1
1433537_at	0.01821	6.09e-04	-2.57367667	Atrx	alpha thalassemia/mental retardation syndrome X-linked
1419291_x_at	0.018315	6.13e-04	1.78993333	Gas5	growth arrest specific 5
1422927_at	0.018356	6.15e-04	-2.03948667	Yipf7	Yip1 domain family, member 7
1454055_at	0.018356	6.15e-04	1.00628	1600029O15Rik	ribosomal protein L17 pseudogene
1455842_x_at	0.018394	6.17e-04	-1.12718667	Usp15	ubiquitin specific peptidase 15
1451195_a_at	0.018394	6.18e-04	-2.28627667	Tmx1	thioredoxin-related transmembrane protein 1
1416855_at	0.018394	6.18e-04	-2.34641	Gas1	growth arrest specific 1
1430291_at	0.018518	6.22e-04	-1.1671	Dock5	dedicator of cytokinesis 5
1451012_a_at	0.018538	6.24e-04	2.7802	Ybx3	Y box protein 3
1449696_at	0.018579	6.25e-04	-1.83737333	Arnt	aryl hydrocarbon receptor nuclear translocator
1438645_x_at	0.018643	6.28e-04	1.27077	Bace2	beta-site APP-cleaving enzyme 2
1438507_x_at	0.018673	6.29e-04	2.1361	Rpl14-ps1///Rpl14	ribosomal protein L14, pseudogene 1///ribosomal protein L14
1436400_at	0.018674	6.30e-04	-2.89782667	Fxr1	fragile X mental retardation gene 1, autosomal homolog
1434103_at	0.018794	6.35e-04	-1.55791	Slc35e1	solute carrier family 35, member E1
1440874_at	0.018794	6.35e-04	-2.76661667	Slco5a1	solute carrier organic anion transporter family, member 5A1
1416332_at	0.01883	6.36e-04	-1.98437667	Cirbp	cold inducible RNA binding protein
1428829_at	0.01884	6.37e-04	-2.40648667	Dennd1b	DENN/MADD domain containing 1B
1421859_at	0.01884	6.37e-04	-1.40450667	Adam17	a disintegrin and metallopeptidase domain 17
1428193_at	0.018929	6.41e-04	-3.78572667	Usp9x	ubiquitin specific peptidase 9, X chromosome
1420856_a_at	0.018962	6.42e-04	-2.22176333	Lancl2	LanC (bacterial lantibiotic synthetase component C)-like 2
1452939_a_at	0.018973	6.43e-04	-1.20169667	Pitpnc1	phosphatidylinositol transfer protein, cytoplasmic 1
1435134_at	0.019092	6.48e-04	-2.13798	Nceh1	neutral cholesterol ester hydrolase 1
1450871_a_at	0.019092	6.48e-04	1.12106333	Bcat1	branched chain aminotransferase 1, cytosolic
1416495_s_at	0.019092	6.49e-04	-2.90704667	Ndufs5///BC002163	NADH dehydrogenase (ubiquinone) Fe-S protein 5///NADH dehydrogenase Fe-S protein 5 pseudogene
1421872_at	0.019164	6.51e-04	-2.2678	Rab24	RAB24, member RAS oncogene family
1433973_at	0.019216	6.54e-04	-1.12097	Sephs1	selenophosphate synthetase 1
1432686_at	0.019216	6.54e-04	-1.70913667	4833406M21Rik	RIKEN cDNA 4833406M21 gene
1455475_at	0.019216	6.54e-04	-1.94439	Abhd18	abhydrolase domain containing 18
1442562_at	0.019275	6.57e-04	-1.31217	Zfp827	zinc finger protein 827
1419115_at	0.0193	6.58e-04	-1.94046	Alg14	asparagine-linked glycosylation 14
1437610_x_at	0.019312	6.59e-04	1.56546667	LOC101055915///Gm15501///Rps8	40S ribosomal protein S8 pseudogene///ribosomal protein S8 pseudogene///ribosomal protein S8
1430787_at	0.019312	6.59e-04	-1.43625667	Atcayos	ataxia, cerebellar, Cayman type, opposite strand
1441608_at	0.019351	6.61e-04	-3.38435333	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1
1438490_at	0.019396	6.63e-04	-0.98879333	Slc39a14	solute carrier family 39 (zinc transporter), member 14
1423584_at	0.019398	6.64e-04	1.67171667	Igfbp7	insulin-like growth factor binding protein 7
1417791_a_at	0.019398	6.64e-04	-2.04724667	Zfp638	zinc finger protein 638
1426242_at	0.019444	6.66e-04	1.92304333	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A
1453063_at	0.019536	6.70e-04	2.72206333	Cltb	clathrin, light polypeptide (Lcb)
1431097_at	0.019606	6.72e-04	-2.29287	Ralgapa1	Ral GTPase activating protein, alpha subunit 1
1454216_at	0.019719	6.77e-04	-1.84069333	Spin2d///Spin2-ps4///Spin2-ps3///Spin2-ps2	spindlin family, member 2D///spindlin family, member 2, pseudogene 4///spindlin family, member 2, pseudogene 3///spindlin family, member 2, pseudogene 2
1417712_at	0.019738	6.78e-04	1.26572667	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 (beta)
1421254_a_at	0.019836	6.82e-04	-2.68686333	Sgcg	sarcoglycan, gamma (dystrophin-associated glycoprotein)
1452621_at	0.019879	6.84e-04	-2.21969667	Pcbd2	pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2
1435194_at	0.01996	6.87e-04	-1.16413333	Hspa4	heat shock protein 4
1419666_x_at	0.020019	6.89e-04	3.27536	Nupr1	nuclear protein transcription regulator 1
1424986_s_at	0.020019	6.90e-04	-2.50904333	Fbxw7	F-box and WD-40 domain protein 7
1443547_at	0.020024	6.90e-04	-1.38546667		
1425486_s_at	0.020024	6.91e-04	-3.17492667	Mtmr6	myotubularin related protein 6
1438685_at	0.020048	6.92e-04	-2.30643	Gm12942///Zmym6	predicted gene 12942///zinc finger, MYM-type 6
1438222_at	0.02005	6.93e-04	-2.17432333	D2Ertd612e	DNA segment, Chr 2, ERATO Doi 612, expressed
1416519_at	0.02005	6.93e-04	2.0406	Gm4604///Rpl36	predicted gene 4604///ribosomal protein L36
1429643_a_at	0.020122	6.96e-04	-1.97715	Pde1c	phosphodiesterase 1C
1444562_at	0.020194	6.99e-04	-1.62553667		
1450253_a_at	0.020194	6.99e-04	-1.45511667	Map3k4	mitogen-activated protein kinase kinase kinase 4
1450377_at	0.020206	7.00e-04	4.65798333	Thbs1	thrombospondin 1
1423884_at	0.020225	7.01e-04	3.26335	Cirh1a	cirrhosis, autosomal recessive 1A (human)
1453054_at	0.020296	7.05e-04	-1.15252333	Scamp1	secretory carrier membrane protein 1
1431434_at	0.020296	7.05e-04	-1.81656333	Stk39	serine/threonine kinase 39
1448830_at	0.020296	7.06e-04	-2.27232667	Dusp1	dual specificity phosphatase 1
1419295_at	0.020296	7.06e-04	2.00651	Creb3l1	cAMP responsive element binding protein 3-like 1
